lambda_consistency,delta_pwmcc,delta_pwmcc_ci_low_conservative,ratio_pwmcc,trained_pwmcc_mean,trained_pwmcc_ci95_low,trained_pwmcc_ci95_high,random_pwmcc_mean,random_pwmcc_ci95_low,random_pwmcc_ci95_high,explained_variance_mean,alignment_to_ref_mean,runtime_sec
0.0,0.048679765313863754,0.04473924919962882,1.198243215310424,0.294235534965992,0.2923336489498615,0.29615735478699207,0.24555576965212822,0.24343379609286786,0.2475943997502327,0.9252439737319946,0.2806389033794403,6.997642993927002
0.01,0.04969886913895605,0.045380096361041095,1.202393408264701,0.29525463879108427,0.2929744961112738,0.29753666948527097,0.24555576965212822,0.24343379609286786,0.2475943997502327,0.9252755284309387,0.28351428359746933,12.6007559299469
0.05,0.0539013110101223,0.04752258662134409,1.2195074100131418,0.2994570806622505,0.2951169863715768,0.3039205915480852,0.24555576965212822,0.24343379609286786,0.2475943997502327,0.9253008365631104,0.2955971360206604,12.53313684463501
0.1,0.05912953242659569,0.04979457076638935,1.2407987908830764,0.3046853020787239,0.29738897051662205,0.3121313140913844,0.24555576965212822,0.24343379609286786,0.2475943997502327,0.925133752822876,0.309375137090683,10.162591934204102
0.2,0.07080354467034339,0.05441876482218502,1.2883399757645635,0.3163593143224716,0.3020131645724177,0.33085478942841295,0.24555576965212822,0.24343379609286786,0.2475943997502327,0.9243662238121033,0.33871956914663315,9.195581912994385
